Medicamento;Empresa;CNPJ;Expediente;Data de Publicação_rel;Data de Publicação_cat;Data de Publicação (dt)_rel;Data de Publicação (dt)_cat;Categoria;status
NEXVIAZYME;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;517531259;15/04/2025;;2025-04-15;;;novo_em_relatorio
Advil 12h;PF Consumer Healthcare Brazil Importadora e Distribuidora de Medicamentos Ltda;30.872.270/0001-53;1123069247;16/08/2024;;2024-08-16;;;novo_em_relatorio
PERMESE;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;574937234;06/06/2023;;2023-06-06;;;novo_em_relatorio
MEDATO;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;798583258;13/06/2025;;2025-06-13;;;novo_em_relatorio
nitazoxanida;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;02.501.297/0001-02;768722250;06/06/2025;;2025-06-06;;;novo_em_relatorio
FULVY;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;1055047255;13/08/2025;;2025-08-13;;;novo_em_relatorio
OLSAR H;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;910912254;11/07/2025;;2025-07-11;;;novo_em_relatorio
NIBISNU;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;03.978.166/0001-75;715129252;27/05/2025;;2025-05-27;;;novo_em_relatorio
CLORIDRATO DE TANSULOSINA;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;60637251;15/01/2025;;2025-01-15;;;novo_em_relatorio
CERMAZ;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;1333642245;27/09/2024;;2024-09-27;;;novo_em_relatorio
SLOW-K;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;579464253;29/04/2025;;2025-04-29;;;novo_em_relatorio
RIVOTRIL;BLANVER FARMOQUIMICA E FARMACEUTICA S.A.;53.359.824/0001-19;814760228;03/03/2022;;2022-03-03;;;novo_em_relatorio
PEGASYS;INNOVATIVE MEDICINES BRASIL SP DISTRIBUICAO DE MEDICAMENTOS LTDA;21.810.980/0001-68;1053318243;01/08/2024;;2024-08-01;;;novo_em_relatorio
hemitartarato de zolpidem;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;1176065246;27/08/2024;;2024-08-27;;;novo_em_relatorio
cloridrato de moxifloxacino;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1097195252;16/08/2025;;2025-08-16;;;novo_em_relatorio
MONAX;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;925783251;16/07/2025;;2025-07-16;;;novo_em_relatorio
VENTUS;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;925709255;16/07/2025;;2025-07-16;;;novo_em_relatorio
SYNAGIS;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;764553259;06/06/2025;;2025-06-06;;;novo_em_relatorio
dienogeste;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;4556229219;17/11/2021;;2021-11-17;;;novo_em_relatorio
INDOSSO;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;826715249;18/06/2024;;2024-06-18;;;novo_em_relatorio
NEVRALGEX DIP;CIMED INDUSTRIA S.A;02.814.497/0001-07;530222256;17/04/2025;;2025-04-17;;;novo_em_relatorio
ATIVB;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;1670918246;06/12/2024;;2024-12-06;;;novo_em_relatorio
ROX;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1069575259;14/08/2025;;2025-08-14;;;novo_em_relatorio
cloridrato de ciclobenzaprina;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;517753251;15/04/2025;;2025-04-15;;;novo_em_relatorio
nimesulida;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;455757259;03/04/2025;;2025-04-03;;;novo_em_relatorio
QDENGA;TAKEDA PHARMA LTDA.;60.397.775/0001-74;991199251;31/07/2025;;2025-07-31;;;novo_em_relatorio
TRANQUIL;LABORATÓRIO GLOBO SA;17.115.437/0001-73;832973254;25/06/2025;;2025-06-25;;;novo_em_relatorio
LANEXAT;BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA;31.327.287/0001-92;687573246;23/05/2024;;2024-05-23;;;novo_em_relatorio
TORXIS;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;996975250;01/08/2025;;2025-08-01;;;novo_em_relatorio
TYG;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;44923252;13/01/2025;;2025-01-13;;;novo_em_relatorio
DOZOITO;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;1057496235;04/10/2023;;2023-10-04;;;novo_em_relatorio
CITOBÊ-DEXA;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1392203236;07/12/2023;;2023-12-07;;;novo_em_relatorio
VARICELL;FARMOQUÍMICA S/A;33.349.473/0001-58;995537241;22/07/2024;;2024-07-22;;;novo_em_relatorio
TURNO;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1597131245;21/11/2024;;2024-11-21;;;novo_em_relatorio
DORSANOL;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;643775242;15/05/2024;;2024-05-15;;;novo_em_relatorio
IMUNOGLOBULINA HUMANA HEMOBRÁS;EMPRESA BRASILEIRA DE HEMODERIVADOS E BIOTECNOLOGIA;07.607.851/0001-46;175898251;07/02/2025;;2025-02-07;;;novo_em_relatorio
JANUVIA;MERCK SHARP & DOHME FARMACEUTICA LTDA.;03.560.974/0001-18;1425064248;17/10/2024;;2024-10-17;;;novo_em_relatorio
fampridina;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;942263251;21/07/2025;;2025-07-21;;;novo_em_relatorio
ácido clavulânico + amoxicilina;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;836658230;10/08/2023;;2023-08-10;;;novo_em_relatorio
CITTÀ;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;804032246;14/06/2024;;2024-06-14;;;novo_em_relatorio
OPPY;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1275373241;17/09/2024;;2024-09-17;;;novo_em_relatorio
benfotiamina;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;1658602242;04/12/2024;;2024-12-04;;;novo_em_relatorio
VITAMINA D3;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;674003250;19/05/2025;;2025-05-19;;;novo_em_relatorio
HYPORIDROL;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;17.174.657/0001-78;198404255;12/02/2025;;2025-02-12;;;novo_em_relatorio
GLIOCORT;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;1393438245;10/10/2024;;2024-10-10;;;novo_em_relatorio
cabergolina;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1701054248;12/12/2024;;2024-12-12;;;novo_em_relatorio
ALIVETORE;ABBOTT LABORATÓRIOS DO BRASIL LTDA;56.998.701/0001-16;419374256;27/03/2025;;2025-03-27;;;novo_em_relatorio
BRITENS LC;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;1174493259;03/09/2025;;2025-09-03;;;novo_em_relatorio
IBULIV;EMS S/A;57.507.378/0003-65;1472869249;25/10/2024;;2024-10-25;;;novo_em_relatorio
KOZENIS;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;1145538258;26/08/2025;;2025-08-26;;;novo_em_relatorio
PIPTA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1368384242;04/10/2024;;2024-10-04;;;novo_em_relatorio
Kymriah;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;1180103254;04/09/2025;;2025-09-04;;;novo_em_relatorio
hemitartarato de zolpidem;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1597103241;22/11/2024;;2024-11-22;;;novo_em_relatorio
GABANEURIN;EMS SIGMA PHARMA LTDA;00.923.140/0001-31;688686257;22/05/2025;;2025-05-22;;;novo_em_relatorio
TERROSA;GEDEON RICHTER DO BRASIL IMPORTADORA, EXPORTADORA E DISTRIBUIDORA S.A.;12.134.906/0002-69;1594421242;21/11/2024;;2024-11-21;;;novo_em_relatorio
trometamol cetorolaco;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1182370250;05/09/2025;;2025-09-05;;;novo_em_relatorio
claritromicina;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;687127254;22/05/2025;;2025-05-22;;;novo_em_relatorio
GLAMETIX;Laboratórios Bagó do Brasil S/A;04.748.181/0009-47;4519853222;08/08/2022;;2022-08-08;;;novo_em_relatorio
FEMINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;200886258;12/02/2025;;2025-02-12;;;novo_em_relatorio
TAMOXIN;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1133187251;22/08/2025;;2025-08-22;;;novo_em_relatorio
dimesilato de lisdexanfetamina;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;02.501.297/0001-02;925726257;16/07/2025;;2025-07-16;;;novo_em_relatorio
TRIQUILAR;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;574498249;01/05/2024;;2024-05-01;;;novo_em_relatorio
CUPRIMINE;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;17.875.154/0001-20;835132251;25/06/2025;;2025-06-25;;;novo_em_relatorio
FRONTAL;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;788191250;11/06/2025;;2025-06-11;;;novo_em_relatorio
SUTRIPTAN;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;1039177255;12/08/2025;;2025-08-12;;;novo_em_relatorio
SITAREDDYS;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;03.978.166/0001-75;1622403240;27/11/2024;;2024-11-27;;;novo_em_relatorio
brometo de ipratrópio;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;478170254;07/04/2025;;2025-04-07;;;novo_em_relatorio
cloridrato de fexofenadina;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;30.222.814/0001-31;199447250;12/02/2025;;2025-02-12;;;novo_em_relatorio
IBUPRIL CAPS;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1368404243;04/10/2024;;2024-10-04;;;novo_em_relatorio
MANTIDAN;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;475785240;15/04/2024;;2024-04-15;;;novo_em_relatorio
NESTA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;317824236;30/03/2023;;2023-03-30;;;novo_em_relatorio
RECARBRIO;MERCK SHARP & DOHME FARMACEUTICA LTDA.;03.560.974/0001-18;1358345244;03/10/2024;;2024-10-03;;;novo_em_relatorio
ANLUSBED;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1438483244;18/10/2024;;2024-10-18;;;novo_em_relatorio
MONOLATAN;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;556801253;25/04/2025;;2025-04-25;;;novo_em_relatorio
COLEMONO;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;1015300251;07/08/2025;;2025-08-07;;;novo_em_relatorio
FEMIANE;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;12158241;04/01/2024;;2024-01-04;;;novo_em_relatorio
AEROGOLD;GLENMARK FARMACÊUTICA LTDA;44.363.661/0001-57;678737258;20/05/2025;;2025-05-20;;;novo_em_relatorio
dicloridrato de hidroxizina;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;601183258;05/05/2025;;2025-05-05;;;novo_em_relatorio
DESLORATADINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1016321252;07/08/2025;;2025-08-07;;;novo_em_relatorio
Epinefrina;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;17.174.657/0001-78;60127252;15/01/2025;;2025-01-15;;;novo_em_relatorio
ESALERG D12;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;21638250;08/01/2025;;2025-01-08;;;novo_em_relatorio
mesilato de imatinibe;LABORATORIO QUIMICO FARMACEUTICO DA AERONAUTICA;00.394.429/0099-14;91869234;30/01/2023;;2023-01-30;;;novo_em_relatorio
Numeta Neo;BAXTER HOSPITALAR LTDA;49.351.786/0002-61;1145579256;26/08/2025;;2025-08-26;;;novo_em_relatorio
desogestrel;EMS S/A;57.507.378/0003-65;313171254;07/03/2025;;2025-03-07;;;novo_em_relatorio
pemetrexede dissodico;SUN FARMACÊUTICA DO BRASIL LTDA;05.035.244/0001-23;861555252;01/07/2025;;2025-07-01;;;novo_em_relatorio
Hemitartarato de Zolpidem;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;17.875.154/0001-20;580988244;02/05/2024;;2024-05-02;;;novo_em_relatorio
GLIMEPIRIDA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;4523359204;21/12/2020;;2020-12-21;;;novo_em_relatorio
desloratadina;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;987050257;30/07/2025;;2025-07-30;;;novo_em_relatorio
SACFER;VASCONCELOS INDUSTRIA FARMACEUTICA E COMERCIO LTDA;05.155.425/0001-93;845113259;27/06/2025;;2025-06-27;;;novo_em_relatorio
SABRIL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;874466253;03/07/2025;;2025-07-03;;;novo_em_relatorio
dipirona monoidratada;EMS S/A;57.507.378/0003-65;508378257;14/04/2025;;2025-04-14;;;novo_em_relatorio
levonorgestrel + etinilestradiol;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;17.562.075/0001-69;1257372246;12/09/2024;;2024-09-12;;;novo_em_relatorio
WOSULIN N;GERAIS, COMÉRCIO E IMPORTAÇÃO DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA;04.491.780/0001-70;469229250;04/04/2025;;2025-04-04;;;novo_em_relatorio
cloridrato de ciprofloxacino;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;858059258;30/06/2025;;2025-06-30;;;novo_em_relatorio
GEMCIT;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;1726254241;18/12/2024;;2024-12-18;;;novo_em_relatorio
fosfato sódico de prednisolona;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;30.222.814/0001-31;826286259;23/06/2025;;2025-06-23;;;novo_em_relatorio
amoxicilina + clavulanato de potássio;CELLERA FARMACÊUTICA S.A.;33.173.097/0002-74;226123243;26/02/2024;;2024-02-26;;;novo_em_relatorio
GLICOSE HALEX ISTAR;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;2312550211;15/06/2021;;2021-06-15;;;novo_em_relatorio
ISOFARMA - SOLUÇÃO DE SULFATO DE MAGNESIO;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;7102766211;15/12/2021;;2021-12-15;;;novo_em_relatorio
PREGABALINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1726096246;18/12/2024;;2024-12-18;;;novo_em_relatorio
ibuprofeno;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;30.222.814/0001-31;1709679247;13/12/2024;;2024-12-13;;;novo_em_relatorio
WOSULIN R;GERAIS, COMÉRCIO E IMPORTAÇÃO DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA;04.491.780/0001-70;469246251;04/04/2025;;2025-04-04;;;novo_em_relatorio
temozolomida;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1238274242;09/09/2024;;2024-09-09;;;novo_em_relatorio
TRAUM;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1736841246;19/12/2024;;2024-12-19;;;novo_em_relatorio
DOVATO;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;501283251;11/04/2025;;2025-04-11;;;novo_em_relatorio
Naucloz;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1176820257;04/09/2025;;2025-09-04;;;novo_em_relatorio
PASMODEX;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;4339884207;08/12/2020;;2020-12-08;;;novo_em_relatorio
meloxicam;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1075203252;14/08/2025;;2025-08-14;;;novo_em_relatorio
TREZETE;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1726442241;18/12/2024;;2024-12-18;;;novo_em_relatorio
levofloxacino hemi-hidratado;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;646631250;13/05/2025;;2025-05-13;;;novo_em_relatorio
levofloxacino;LABORATÓRIO GLOBO SA;17.115.437/0001-73;787112259;11/06/2025;;2025-06-11;;;novo_em_relatorio
montelucaste de sódio;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;692633251;23/05/2025;;2025-05-23;;;novo_em_relatorio
FERRO;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;170513254;06/02/2025;;2025-02-06;;;novo_em_relatorio
HEDERA CATARINENSE;LABORATORIO CATARINENSE LTDA;84.684.620/0001-87;787086258;11/06/2025;;2025-06-11;;;novo_em_relatorio
tartarato de brimonidina;EMS S/A;57.507.378/0003-65;1111186251;18/08/2025;;2025-08-18;;;novo_em_relatorio
FABRAZYME;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1153622254;28/08/2025;;2025-08-28;;;novo_em_relatorio
SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;02.501.297/0001-02;794119255;12/06/2025;;2025-06-12;;;novo_em_relatorio
PROLIA;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;18.774.815/0001-93;1496334248;30/10/2024;;2024-10-30;;;novo_em_relatorio
ZOMYLE;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;536451231;26/05/2023;;2023-05-26;;;novo_em_relatorio
RYTMISE;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1204520241;02/09/2024;;2024-09-02;;;novo_em_relatorio
FLANAX XR;BAYER S.A.;18.459.628/0001-15;916076253;14/07/2025;;2025-07-14;;;novo_em_relatorio
dipropionato de beclometasona;GLENMARK FARMACÊUTICA LTDA;44.363.661/0001-57;731056256;29/05/2025;;2025-05-29;;;novo_em_relatorio
PERLID;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;798021250;13/06/2025;;2025-06-13;;;novo_em_relatorio
ELIQUIS;PFIZER BRASIL LTDA;61.072.393/0001-33;1284177246;18/09/2024;;2024-09-18;;;novo_em_relatorio
cloridrato de ondansetrona;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1631012240;28/11/2024;;2024-11-28;;;novo_em_relatorio
KOLPOCERVIX;ZYDUS NIKKHO FARMACÊUTICA LTDA;05.254.971/0001-81;757037259;04/06/2025;;2025-06-04;;;novo_em_relatorio
BACTRIM;FARMOQUÍMICA S/A;33.349.473/0001-58;677257244;21/05/2024;;2024-05-21;;;novo_em_relatorio
KOPLAN;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;1130507254;21/08/2025;;2025-08-21;;;novo_em_relatorio
KALOBA;HERBARIUM LABORATORIO BOTANICO LTDA;78.950.011/0001-20;1138017256;25/08/2025;;2025-08-25;;;novo_em_relatorio
SINCRO XR;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1332439241;27/09/2024;;2024-09-27;;;novo_em_relatorio
Cloridrato de donepezila;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;150127235;14/02/2023;;2023-02-14;;;novo_em_relatorio
DANYELZA;ADIUM S.A.;55.980.684/0001-27;730119254;29/05/2025;;2025-05-29;;;novo_em_relatorio
letrozol;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;61.282.661/0001-41;625124235;20/06/2023;;2023-06-20;;;novo_em_relatorio
BIOGRIPE;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;381368254;20/03/2025;;2025-03-20;;;novo_em_relatorio
cloridrato de trazodona;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;192738259;11/02/2025;;2025-02-11;;;novo_em_relatorio
ICADEN;LEO PHARMA LTDA;11.424.477/0001-10;122574257;28/01/2025;;2025-01-28;;;novo_em_relatorio
cloridrato de metformina;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1182593259;05/09/2025;;2025-09-05;;;novo_em_relatorio
GENOTROPIN;PFIZER BRASIL LTDA;61.072.393/0001-33;1058246259;13/08/2025;;2025-08-13;;;novo_em_relatorio
bromoprida;CIMED INDUSTRIA S.A;02.814.497/0001-07;594700221;18/02/2022;;2022-02-18;;;novo_em_relatorio
cloridrato de paroxetina;CIMED INDUSTRIA S.A;02.814.497/0001-07;29933234;11/01/2023;;2023-01-11;;;novo_em_relatorio
MEROPENEM;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;306239256;06/03/2025;;2025-03-06;;;novo_em_relatorio
captopril;BELFAR LTDA;18.324.343/0001-77;1332411240;27/09/2024;;2024-09-27;;;novo_em_relatorio
cloridrato de ciprofloxacino;EMS S/A;57.507.378/0003-65;370173252;19/03/2025;;2025-03-19;;;novo_em_relatorio
TRICIT;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;718304250;27/05/2025;;2025-05-27;;;novo_em_relatorio
PLAVIX;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1726634248;18/12/2024;;2024-12-18;;;novo_em_relatorio
FLEXIVE CDM;PROCTER & GAMBLE DO BRASIL LTDA.;59.476.770/0001-58;1019333227;11/03/2022;;2022-03-11;;;novo_em_relatorio
Epocler Comprimido;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;1148775251;27/08/2025;;2025-08-27;;;novo_em_relatorio
Xilbrilada;PFIZER BRASIL LTDA;61.072.393/0001-33;569596246;30/04/2024;;2024-04-30;;;novo_em_relatorio
AILUK;GLENMARK FARMACÊUTICA LTDA;44.363.661/0001-57;737396253;30/05/2025;;2025-05-30;;;novo_em_relatorio
ILUDRAL;ADIUM S.A.;55.980.684/0001-27;141890258;31/01/2025;;2025-01-31;;;novo_em_relatorio
SANY D CAPS;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;4524194205;21/12/2020;;2020-12-21;;;novo_em_relatorio
LUBIP;TORRENT DO BRASIL LTDA;33.078.528/0001-32;922443254;15/07/2025;;2025-07-15;;;novo_em_relatorio
IRO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;318714248;14/03/2024;;2024-03-14;;;novo_em_relatorio
estradiol + drospirenona;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1655485245;04/12/2024;;2024-12-04;;;novo_em_relatorio
oxaliplatina;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;4917869226;08/11/2022;;2022-11-08;;;novo_em_relatorio
algestona acetofenida + enantato de estradiol;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;17.562.075/0001-69;1627157247;28/11/2024;;2024-11-28;;;novo_em_relatorio
furosemida;CIMED INDUSTRIA S.A;02.814.497/0001-07;582147221;17/02/2022;;2022-02-17;;;novo_em_relatorio
Efluelda;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;742362256;02/06/2025;;2025-06-02;;;novo_em_relatorio
ibuprofeno;CIMED INDUSTRIA S.A;02.814.497/0001-07;1455372242;23/10/2024;;2024-10-23;;;novo_em_relatorio
LUXTURNA;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;720887259;28/05/2025;;2025-05-28;;;novo_em_relatorio
BUSCOPAN COMPOSTO;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;488200245;17/04/2024;;2024-04-17;;;novo_em_relatorio
SYSTEN;FARMA VISION IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA;09.058.502/0001-48;1263602240;13/09/2024;;2024-09-13;;;novo_em_relatorio
cloridrato de amiodarona;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;90881257;22/01/2025;;2025-01-22;;;novo_em_relatorio
HEPTRIS;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;1084403251;15/08/2025;;2025-08-15;;;novo_em_relatorio
PEGTIMA;BIONOVIS S.A. - COMPANHIA BRASILEIRA DE BIOTECNOLOGIA FARMACEUTICA;12.320.079/0001-17;842053255;27/06/2025;;2025-06-27;;;novo_em_relatorio
BENFIBE;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA;17.440.261/0001-25;684496259;21/05/2025;;2025-05-21;;;novo_em_relatorio
dolutegravir sódico;LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A - LAFEPE;10.877.926/0001-13;859945251;01/07/2025;;2025-07-01;;;novo_em_relatorio
XANTINON;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;309226252;07/03/2025;;2025-03-07;;;novo_em_relatorio
ANTARA;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;646911244;15/05/2024;;2024-05-15;;;novo_em_relatorio
SPARK;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1105514242;13/08/2024;;2024-08-13;;;novo_em_relatorio
ALGICOD;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1068262231;06/10/2023;;2023-10-06;;;novo_em_relatorio
DEPZEL;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;682544256;21/05/2025;;2025-05-21;;;novo_em_relatorio
TYLENOL SINUS;KENVUE LTDA.;59.748.988/0001-14;726465259;28/05/2025;;2025-05-28;;;novo_em_relatorio
ampicilina sódica;EUGIA PHARMA INDUSTRIA FARMACEUTICA LTDA;44.639.493/0001-80;986766259;30/07/2025;;2025-07-30;;;novo_em_relatorio
atenolol + clortalidona;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;889961255;07/07/2025;;2025-07-07;;;novo_em_relatorio
ANADOR;OPELLA HEALTHCARE BRAZIL LTDA;38.391.432/0001-43;135818257;30/01/2025;;2025-01-30;;;novo_em_relatorio
ADVIPRO;PF Consumer Healthcare Brazil Importadora e Distribuidora de Medicamentos Ltda;30.872.270/0001-53;725162244;29/05/2024;;2024-05-29;;;novo_em_relatorio
ticagrelor;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;808278258;17/06/2025;;2025-06-17;;;novo_em_relatorio
