"disease","disease_label","alt_label"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8634","Nephrotic Syndrome","Multi-Drug Resistant Nephrotic Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8634","Nephrotic Syndrome","Pediatric Idiopathic Nephrotic Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8634","Nephrotic Syndrome","Steroid-Dependent Nephrotic Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8634","Nephrotic Syndrome","Steroid-Resistant Nephrotic Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8634","Nephrotic Syndrome","Steroid-Sensitive Nephrotic Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8635","Nerve Compression Syndromes","Entrapment Neuropathies"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8635","Nerve Compression Syndromes","External Nerve Compression Syndromes"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8635","Nerve Compression Syndromes","Internal Nerve Compression Syndromes"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8635","Nerve Compression Syndromes","Nerve Compression Syndromes, External"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8635","Nerve Compression Syndromes","Nerve Compression Syndromes, Internal"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8635","Nerve Compression Syndromes","Nerve Entrapments"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8636","Nerve Degeneration","Neuron Degeneration"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8637","Nervous System Malformations","Abnormalities, Congenital, Nervous System"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8637","Nervous System Malformations","Abnormalities, Nervous System"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8637","Nervous System Malformations","Anomalies, Nervous System"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8637","Nervous System Malformations","Congenital Abnormalities, Nervous System"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8637","Nervous System Malformations","Congenital Anomalies, Nervous System"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8637","Nervous System Malformations","Congenital Malformations, Nervous System"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8637","Nervous System Malformations","Cranioschisis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8637","Nervous System Malformations","Malformations, Nervous System, Congenital"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8637","Nervous System Malformations","Nervous System Abnormalities"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8637","Nervous System Malformations","Nervous System Anomalies"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8637","Nervous System Malformations","Nervous System Congenital Abnormalities"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8637","Nervous System Malformations","Nervous System Congenital Malformations"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8637","Nervous System Malformations","Nervous System Malformations, Congenital"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8638","Nervous System Diseases","Nervous System Disorders"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8638","Nervous System Diseases","Neurologic Disorders"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8638","Nervous System Diseases","Neurological Disorders"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8639","Nervous System Neoplasms","Neoplasms, Nervous System"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8639","Nervous System Neoplasms","Nervous System Tumors"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8639","Nervous System Neoplasms","Tumors of the Nervous System"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Acrania"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Craniorachischisis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Developmental Defects, Neural Tube"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Developmental Neural Tube Defects"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Diastematomyelia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Exencephaly"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Iniencephaly"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Neural Tube Developmental Defects"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Neurenteric Cyst"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Neuroenteric Cyst"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Occult Spinal Dysraphism"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Occult Spinal Dysraphism Sequence"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Spinal Cord Myelodysplasia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Tethered Cord Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8640","Neural Tube Defects","Tethered Spinal Cord Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8641","Neuralgia","Neuropathic Pain"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8641","Neuralgia","Nerve Pain"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8641","Neuralgia","Neuralgia, Atypical"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8641","Neuralgia","Neuralgia, Iliohypogastric Nerve"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8641","Neuralgia","Neuralgia, Ilioinguinal"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8641","Neuralgia","Neuralgia, Perineal"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8641","Neuralgia","Neuralgia, Stump"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8641","Neuralgia","Neuralgia, Supraorbital"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8641","Neuralgia","Neuralgia, Vidian"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8641","Neuralgia","Neurodynia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8641","Neuralgia","Paroxysmal Nerve Pain"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8642","Neurasthenia","Bodily Distress Disorder"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8642","Neurasthenia","Neurasthenic Neuroses"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8642","Neurasthenia","Neuroses, Neurasthenic"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8643","Neurilemmoma","Neurilemoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8643","Neurilemmoma","Neurinoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8643","Neurilemmoma","Schwannoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8643","Neurilemmoma","Schwannomatosis, Plexiform"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8644","Neuritis","Neuritis, Motor"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8644","Neuritis","Neuritis, Peripheral"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8644","Neuritis","Neuritis, Sensory"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8644","Neuritis","Polyneuritis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8646","Neuroblastoma",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8647","Neurocirculatory Asthenia","Cardiac Neurosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8647","Neurocirculatory Asthenia","Effort Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8647","Neurocirculatory Asthenia","Hyperkinetic Heart Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8647","Neurocirculatory Asthenia","Phobia, Cardiac"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8649","Neurofibroma",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Cafe-au-Lait Spots with Pulmonic Stenosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Molluscum Fibrosum"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","NF1 (Neurofibromatosis 1)"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Neurofibromatosis I"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Neurofibromatosis Type 1"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Neurofibromatosis Type I"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Neurofibromatosis, Peripheral Type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Neurofibromatosis, Peripheral, NF 1"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Neurofibromatosis, Peripheral, NF1"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Neurofibromatosis, Type 1"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Neurofibromatosis, Type I"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Peripheral Neurofibromatosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Pulmonic Stenosis with Cafe-au-Lait Spots"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Recklinghausen Disease of Nerve"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Recklinghausen Disease, Nerve"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Recklinghausen's Disease of Nerve"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Recklinghausens Disease of Nerve"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","Watson Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","von Recklinghausen Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8650","Neurofibromatosis 1","von Recklinghausen's Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8651","Neuroleptic Malignant Syndrome","NMS (Neuroleptic Malignant Syndrome)"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8651","Neuroleptic Malignant Syndrome","Neuroleptic-Induced Neuroleptic Malignant Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8651","Neuroleptic Malignant Syndrome","Neuroleptic-Malignant Syndrome, Neuroleptic Induced"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8652","Neurologic Manifestations","Focal Neurologic Deficits"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8652","Neurologic Manifestations","Manifestations, Neurologic"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8652","Neurologic Manifestations","Manifestations, Neurological"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8652","Neurologic Manifestations","Neurologic Deficits"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8652","Neurologic Manifestations","Neurologic Dysfunction"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8652","Neurologic Manifestations","Neurologic Findings"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8652","Neurologic Manifestations","Neurologic Manifestation"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8652","Neurologic Manifestations","Neurologic Signs"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8652","Neurologic Manifestations","Neurologic Signs and Symptoms"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8652","Neurologic Manifestations","Neurologic Symptoms"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8652","Neurologic Manifestations","Neurological Manifestations"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8653","Neuroma",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Acoustic Neuroma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Acoustic Neuroma, Cerebellopontine Angle"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Acoustic Tumor"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Angle Tumor"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Cerebellopontine Angle Acoustic Neuroma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Cerebellopontine Angle Tumor"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Melanocytic Vestibular Schwannoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Neurilemmoma, Acoustic"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Neurilemoma, Acoustic"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Neurinoma of the Acoustic Nerve"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Neurinoma, Acoustic"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Neuroma, Acoustic, Unilateral"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Schwannoma, Acoustic"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Schwannoma, Vestibular"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8654","Neuroma, Acoustic","Vestibular Schwannoma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8655","Neuromuscular Diseases","Amyotonia Congenita"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8655","Neuromuscular Diseases","Cramp-Fasciculation Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8655","Neuromuscular Diseases","Fasciculation-Cramp Syndrome, Benign"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8655","Neuromuscular Diseases","Foley-Denny-Brown Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8655","Neuromuscular Diseases","Oppenheim Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8655","Neuromuscular Diseases","Oppenheim's Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8656","Neuromyelitis Optica","Devic Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8656","Neuromyelitis Optica","Devic Neuromyelitis Optica"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8656","Neuromyelitis Optica","Devic Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8656","Neuromyelitis Optica","Devic's Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8656","Neuromyelitis Optica","Devic's Neuromyelitis Optica"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8656","Neuromyelitis Optica","Devic's Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8656","Neuromyelitis Optica","NMO Spectrum Disorder"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8656","Neuromyelitis Optica","Neuromyelitis Optica (NMO) Spectrum Disorder"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8656","Neuromyelitis Optica","Neuromyelitis Optica (NMO) Spectrum Disorders"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8656","Neuromyelitis Optica","Neuromyelitis Optica Spectrum Disorder"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8656","Neuromyelitis Optica","Neuromyelitis Optica Spectrum Disorders"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Ceroid Lipofuscinosis, Neuronal, 4A, Autosomal Recessive"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Ceroid Lipofuscinosis, Neuronal, 4B, Autosomal Dominant"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Adult Neuronal Ceroid Lipofuscinosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Amaurotic Idiocy, Adult Type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Batten Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Batten-Mayou Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Batten-Spielmeyer-Vogt Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","CLN3-Related Neuronal Ceroid-Lipofuscinosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","CLN4A"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","CLN4B"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Ceroid Lipofuscinosis, Neuronal 3, Juvenile"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Ceroid Lipofuscinosis, Neuronal 4"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Ceroid Lipofuscinosis, Neuronal, 3"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Ceroid Lipofuscinosis, Neuronal, Parry Type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Ceroid Storage Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Ceroid-Lipofuscinosis, Neuronal"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Infantile Neuronal Ceroid Lipofuscinosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Jansky-Bielschowsky Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Juvenile Batten Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Juvenile Cerebroretinal Degeneration"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Juvenile Neuronal Ceroid Lipofuscinosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Kuf's Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Kufs Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Kufs Disease Autosomal Recessive"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Kufs Disease, Autosomal Dominant"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Kufs Disease, Autosomal Recessive"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Kufs Type Neuronal Ceroid Lipofuscinosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Late-Infantile Neuronal Ceroid Lipofuscinosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Lipofuscin Storage Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Lipofuscinosis, Neuronal Ceroid"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Neuronal Ceroid Lipofuscinosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Neuronal Ceroid Lipofuscinosis Juvenile Type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Neuronal Ceroid Lipofuscinosis, Adult"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Neuronal Ceroid Lipofuscinosis, Adult Type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Neuronal Ceroid Lipofuscinosis, Infantile"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Neuronal Ceroid Lipofuscinosis, Juvenile"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Neuronal Ceroid Lipofuscinosis, Late Infantile"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Neuronal Ceroid Lipofuscinosis, Late-Infantile"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Neuronal Ceroid-Lipofuscinosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Santavuori-Haltia Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Spielmeyer-Sjogren Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Spielmeyer-Vogt Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Vogt Spielmeyer Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8657","Neuronal Ceroid-Lipofuscinoses","Vogt-Spielmeyer Disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","Hereditary Sensory and Autonomic Neuropathy, Type 4"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","Neuropathy Hereditary Sensory Radicular, Autosomal Dominant"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","Neuropathy, Hereditary Sensory And Autonomic, Type I"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","Hereditary Sensory and Autonomic Neuropathy, Type 5"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","Acroosteolysis, Giaccai Type"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","Acroosteolysis, Neurogenic"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","Congenital Insensitivity to Pain with Anhidrosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","Familial Dysautonomia, Type 2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","Familial Dysautonomia, Type II"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","Giaccai Type Acroosteolysis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSAN"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSAN (Hereditary Sensory Autonomic Neuropathy)"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSAN 1"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSAN 4"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSAN 5"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSAN I"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSAN IV"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSAN Type I"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSAN Type II"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSAN Type IV"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSAN Type V"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSAN V"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSAN2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSAN5"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID8658","Hereditary Sensory and Autonomic Neuropathies","HSANII"
