"disease","disease_label","alt_label"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201988","COVID-19 breakthrough infections","breakthrough infections COVID-19"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201989","AA amyloidosis","Amyloid A amyloidosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201990","Ansa pancreatica",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201991","Meandering main pancreatic duct","MMPD Meandering main pancreatic duct"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201992","Acrophobia","Fear of heights"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201992","Acrophobia","Phobia, heights"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201993","Aerophobia","Fear of flying"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201993","Aerophobia","Phobia, flying"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201994","Anthophobia","Botanophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201994","Anthophobia","Fear of flowers"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201994","Anthophobia","Fear of plants"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201994","Anthophobia","Phobia, flowers"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201994","Anthophobia","Phobia, plants"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201995","Arachnophobia","Fear of spiders"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201995","Arachnophobia","Phobia, spiders"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201996","Barophobia","Fear of gravity"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201996","Barophobia","Phobia, gravity"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201997","Belonephobia","Aichmophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201997","Belonephobia","Fear of injections"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201997","Belonephobia","Fear of needles"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201997","Belonephobia","Fear of needles or injections"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201997","Belonephobia","Fear of needles or pointed objects"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201997","Belonephobia","Phobia, injections"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201997","Belonephobia","Phobia, needles"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201997","Belonephobia","Phobia, pointed objects"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201997","Belonephobia","Trypanophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201998","Chromophobia","Fear of colors"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201998","Chromophobia","Fear of the color black"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201998","Chromophobia","Fear of the color purple"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201998","Chromophobia","Fear of the color white"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201998","Chromophobia","Leukophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201998","Chromophobia","Melanophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201998","Chromophobia","Phobia, color black"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201998","Chromophobia","Phobia, color purple"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201998","Chromophobia","Phobia, color white"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201998","Chromophobia","Phobia, colors"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201998","Chromophobia","Porphyrophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201999","Chronophobia","Chronomentrophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201999","Chronophobia","Fear of clocks"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201999","Chronophobia","Fear of time"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201999","Chronophobia","Phobia, clocks"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID201999","Chronophobia","Phobia, time"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202000","Coulrophobia","Fear of clowns"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202000","Coulrophobia","Phobia, clowns"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202002","Entomophobia","Fear of insects"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202002","Entomophobia","Insectophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202002","Entomophobia","Phobia, insects"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202003","Gamophobia","Fear of marriage"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202003","Gamophobia","Phobia, marriage"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202004","Glossophobia","Fear of public speaking"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202004","Glossophobia","Fear of speaking in public"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202004","Glossophobia","Phobia, public speaking"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202005","Hemophobia","Fear of blood"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202005","Hemophobia","Phobia, blood"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202006","Iatrophobia","Fear of doctors"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202006","Iatrophobia","Phobia, doctors"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202007","Mysophobia","Bacteriophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202007","Mysophobia","Fear of bacteria"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202007","Mysophobia","Fear of dirt"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202007","Mysophobia","Fear of dirt and germs"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202007","Mysophobia","Fear of germs"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202007","Mysophobia","Phobia, bacteria"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202007","Mysophobia","Phobia, dirt"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202007","Mysophobia","Phobia, germs"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202007","Mysophobia","Verminophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202007","Mysophobia","germophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202008","Necrophobia","Fear of dead things"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202008","Necrophobia","Fear of death"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202008","Necrophobia","Fear of death or dead things"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202008","Necrophobia","Phobia, death"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202009","Nyctophobia","Achluophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202009","Nyctophobia","Fear of darkness"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202009","Nyctophobia","Fear of the dark"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202009","Nyctophobia","Fear of the night"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202009","Nyctophobia","Noctiphobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202010","Obesophobia","Fear of gaining weight"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202010","Obesophobia","Phobia, gaining weight"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202011","Ophidiophobia","Batrachophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202011","Ophidiophobia","Fear of amphibians"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202011","Ophidiophobia","Fear of reptiles"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202011","Ophidiophobia","Fear of snakes"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202011","Ophidiophobia","Herpetophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202011","Ophidiophobia","Phobia, amphibians"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202011","Ophidiophobia","Phobia, reptiles"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202011","Ophidiophobia","Phobia, snakes"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202012","Pathophobia","Cancer phobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202012","Pathophobia","Disease phobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202012","Pathophobia","Fear of disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202012","Pathophobia","Phobia, cancer"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202012","Pathophobia","Phobia, disease"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202013","Philophobia","Fear of love"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202013","Philophobia","Phobia, love"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202014","Phobophobia","Fear of phobias"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202014","Phobophobia","Phobia, phobias"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202015","Scoptophobia","Fear of being stared at"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202015","Scoptophobia","Phobia, being stared at"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202016","Selenophobia","Fear of the moon"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202016","Selenophobia","Phobia, moon"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202017","Technophobia","Cyberphobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202017","Technophobia","Fear of computers"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202017","Technophobia","Fear of technology"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202018","Trypophobia","Fear of holes"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202018","Trypophobia","Phobia, holes"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Ailurophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Cynophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Elurophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Equinophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Fear of animals"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Fear of birds"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Fear of cats"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Fear of dogs"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Fear of horses"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Ornithophobia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Phobia, animals"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Phobia, birds"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Phobia, cats"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Phobia, dogs"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202019","Zoophobia","Phobia, horses"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202020","smoker's inclusion bodies","smokers' inclusions"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202021","Midline brainstem cleft","Congenital midline cervical cleft"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202021","Midline brainstem cleft","Median fissure of the neck"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202021","Midline brainstem cleft","Midline brain stem cleft"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202021","Midline brainstem cleft","Midline cervical cleft"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202021","Midline brainstem cleft","Midline cervical webbing"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202021","Midline brainstem cleft","Pterygium colli medianum"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202022","misophonia",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202023","fetal inflammatory response syndrome","fetal sepsis-induced fetal inflammatory response syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202023","fetal inflammatory response syndrome","chorioamnionitis-induced fetal inflammatory response syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202023","fetal inflammatory response syndrome","FIRS fetal inflammatory response syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202023","fetal inflammatory response syndrome","LPS-induced FIRS"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202023","fetal inflammatory response syndrome","LPS-induced fetal inflammatory response syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202023","fetal inflammatory response syndrome","chorioamnionitis-induced FIRS"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202023","fetal inflammatory response syndrome","sepsis-induced FIRS"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202023","fetal inflammatory response syndrome","sepsis-induced fetal inflammatory response syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202023","fetal inflammatory response syndrome","lipopolysaccharide-induced fetal inflammatory response syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202024","Galeazzi fractures",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202025","digital ulcers","Acral ulcer"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202025","digital ulcers","Acral ulceration"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202025","digital ulcers","Finger ulcer"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202025","digital ulcers","Finger ulcers"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202025","digital ulcers","Toe ulcer"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202025","digital ulcers","Toe ulcers"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202025","digital ulcers","Ulcers of toe"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202025","digital ulcers","acral ulcers"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202025","digital ulcers","digital ulcer"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202026","Isolated left subclavian artery","Isolation of the left subclavian artery"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202027","Cleft eyelid","Coloboma of eyelid"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202027","Cleft eyelid","Eyelid coloboma"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202028","Malar hypoplasia","Hypoplasia of zygomatic bone"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202028","Malar hypoplasia","Malar flattening"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202028","Malar hypoplasia","Malar underdevelopment"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202028","Malar hypoplasia","Zygomatic flattening"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202028","Malar hypoplasia","Zygomatic hypoplasia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202028","Malar hypoplasia","zygomatic orbital hypoplasia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202028","Malar hypoplasia","zygomatic orbital surface hypoplasia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202029","Coarse facial features","Coarce facies"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202029","Coarse facial features","Coarse face"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202029","Coarse facial features","Pugilistic facies"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202030","Right-sided bronchial isomerism","Bilateral right bronchi"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202030","Right-sided bronchial isomerism","Right bronchial isomerism"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202030","Right-sided bronchial isomerism","Right sided bronchial isomerism"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202031","Lemon and banana signs","banana sign"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202031","Lemon and banana signs","lemon sign"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202032","Air crescent sign","Air-crescent sign"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202032","Air crescent sign","Pulmonary air crescent sign"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202032","Air crescent sign","Pulmonary air meniscus sign"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202032","Air crescent sign","Pulmonary meniscus sign"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202033","Silhouette sign",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202034","Empty delta sign",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202035","Reversed halo sign","Atoll sign, pulmonary"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202035","Reversed halo sign","Reverse halo sign"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202036","Sagging rope sign","Hanging rope sign"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202037","Continuous diaphragm sign",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202038","Tram track sign brain","Brain tram track sign"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202039","Tram track sign chest","Chest tram track sign"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202040","Egg and banana sign","Egg-and-banana sign"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202041","Crazy paving pattern","Crazy paving appearance"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202041","Crazy paving pattern","Crazy paving sign"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202041","Crazy paving pattern","Crazy-paving pattern"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202041","Crazy paving pattern","GGO and reticulation"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202041","Crazy paving pattern","Ground glass opacity with reticulation"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202042","Iris flocculi",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202043","VEXAS syndrome","VEXAS"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202043","VEXAS syndrome","vacuoles, E1 enzyme, X-linked, autoinflammatory and somatic syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202044","Phomopsis blight","Phomopsis leaf blight"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202044","Phomopsis blight","Phomopsis stem blight"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202044","Phomopsis blight","Phomopsis tip blight"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202045","Transurethral resection syndrome",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202046","Savant syndrome","autistic savant syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202046","Savant syndrome","idiot savant syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202047","hypoglycemic encephalopathy","diabetic encephalopathy"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202048","spaceflight-induced visual impairment","spaceflight-associated visual impairment and intracranial pressure syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202048","spaceflight-induced visual impairment","SANS spaceflight-associated neuro-ocular syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202048","spaceflight-induced visual impairment","VIIP spaceflight-associated"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202048","spaceflight-induced visual impairment","space flight-associated VIIP"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202048","spaceflight-induced visual impairment","space flight-associated neuro-ocular syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202048","spaceflight-induced visual impairment","space flight-induced visual impairment"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202048","spaceflight-induced visual impairment","spaceflight-associated VIIP"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202048","spaceflight-induced visual impairment","spaceflight-associated neuro-ocular syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202049","Sluggish Cognitive Tempo",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202050","Diaschisis","Connectional Diaschisis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202050","Diaschisis","Focal Diaschisis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202051","Radiation Fibrosis Syndrome","Fibrosis, Radiation"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202051","Radiation Fibrosis Syndrome","Radiation Fibrosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202051","Radiation Fibrosis Syndrome","Radiation-Induced Fibrosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202052","Orthorexia Nervosa","Obsessive Healthy Eating"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202052","Orthorexia Nervosa","Orthorexia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202053","Corticobasal Degeneration","Cortico-basal Degeneration"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202053","Corticobasal Degeneration","Cortico-basal Ganglionic Degeneration"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202053","Corticobasal Degeneration","Corticobasal Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202054","Vascular Depression","Subcortical Ischemic Depression"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202055","MINOCA","Myocardial Infarction and Nonobstructed Coronary Arteries"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202055","MINOCA","Myocardial Infarction with Nonobstructive Coronary Arteries"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202055","MINOCA","Myocardial Infarction and Non-obstructed Coronary Arteries"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202055","MINOCA","Myocardial Infarction with Non-obstructive Coronary Arteries"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202056","Persistent Infection","Chronic Infection"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202056","Persistent Infection","Long Term Infection"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202057","Body Odor","Bromhidrosis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202058","Axial Spondyloarthritis","AxSpA"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202059","Non-Radiographic Axial Spondyloarthritis","Nr-axSpA"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202060","Chronic Limb-Threatening Ischemia","Critical Limb Ischemia"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202061","Erythema Ab Igne",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202062","Ambulatory Care Sensitive Conditions",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202063","Livedoid Vasculopathy","Idiopathic Atrophic Blanche"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202063","Livedoid Vasculopathy","Livedo Reticularis with Summer Ulceration"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202063","Livedoid Vasculopathy","Livedo Vasculitis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202063","Livedoid Vasculopathy","Livedoid Vasculitis"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202063","Livedoid Vasculopathy","White Atrophy"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202064","Intestinal Failure",
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202065","Mast Cell Activation Syndrome","Idiopathic Mast Cell Activation Disorder"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202065","Mast Cell Activation Syndrome","Mast Cell Activation Syndromes"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202065","Mast Cell Activation Syndrome","Non-Clonal Mast Cell Activation Disorder"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202065","Mast Cell Activation Syndrome","Non-Clonal Mast Cell Activation Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202065","Mast Cell Activation Syndrome","Nonclonal Mast Cell Activation Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202065","Mast Cell Activation Syndrome","nc-MCAS"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202066","Focal Facial Dermal Dysplasias","Bitemporal Aplasia Cutis Congenita"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202066","Focal Facial Dermal Dysplasias","Bitemporal Forceps Marks Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202066","Focal Facial Dermal Dysplasias","Brauer Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202066","Focal Facial Dermal Dysplasias","Brauer-Setleis Syndrome"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202066","Focal Facial Dermal Dysplasias","FFDD, Type 1"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202066","Focal Facial Dermal Dysplasias","FFDD, Type 2"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202066","Focal Facial Dermal Dysplasias","FFDD, Type 3"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202066","Focal Facial Dermal Dysplasias","FFDD, Type 4"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202066","Focal Facial Dermal Dysplasias","Facial Ectodermal Dysplasias"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202066","Focal Facial Dermal Dysplasias","Focal Facial Dermal Dysplasia 1"
"http://rdf.ncbi.nlm.nih.gov/pubchem/disease/DZID202066","Focal Facial Dermal Dysplasias","Focal Facial Dermal Dysplasia 2"
