"idActiveIngredient","nameActiveIngredient","atcCode","umlsCUI","umlsTUI","therapeuticClass","prefLabel","altLabel"
"http://healdb.org/rdf-schema#AI_1700","SORBITOL 70 %","http://purl.bioontology.org/ontology/ATC/B05CX02","C0037688","T109","http://purl.bioontology.org/ontology/ATC/B05CX","Other irrigating solutions in ATC","Other irrigating solutions"
"http://healdb.org/rdf-schema#AI_1700","SORBITOL 70 %","http://purl.bioontology.org/ontology/ATC/B05CX02","C0037688","T121","http://purl.bioontology.org/ontology/ATC/B05CX","Other irrigating solutions in ATC","Other irrigating solutions"
"http://healdb.org/rdf-schema#AI_1700","SORBITOL 70 %","http://purl.bioontology.org/ontology/ATC/V04CC01","C0037688","T109","http://purl.bioontology.org/ontology/ATC/V04CC","Diagnostic agents for bile duct patency testing","Tests for bile duct patency"
"http://healdb.org/rdf-schema#AI_1700","SORBITOL 70 %","http://purl.bioontology.org/ontology/ATC/V04CC01","C0037688","T121","http://purl.bioontology.org/ontology/ATC/V04CC","Diagnostic agents for bile duct patency testing","Tests for bile duct patency"
"http://healdb.org/rdf-schema#AI_1701","NIMODIPINO","http://purl.bioontology.org/ontology/ATC/C08CA06","C0028094","T109","http://purl.bioontology.org/ontology/ATC/C08CA","Dihydropyridine derivative selective calcium channel blockers with mainly vascular effects","Dihydropyridine derivatives"
"http://healdb.org/rdf-schema#AI_1701","NIMODIPINO","http://purl.bioontology.org/ontology/ATC/C08CA06","C0028094","T121","http://purl.bioontology.org/ontology/ATC/C08CA","Dihydropyridine derivative selective calcium channel blockers with mainly vascular effects","Dihydropyridine derivatives"
"http://healdb.org/rdf-schema#AI_1703","MACROGOL","http://purl.bioontology.org/ontology/ATC/A06AD15","C0032483","T109","http://purl.bioontology.org/ontology/ATC/A06AD","Osmotically acting laxatives",
"http://healdb.org/rdf-schema#AI_1703","MACROGOL","http://purl.bioontology.org/ontology/ATC/A06AD15","C0032483","T121","http://purl.bioontology.org/ontology/ATC/A06AD","Osmotically acting laxatives",
"http://healdb.org/rdf-schema#AI_1705","MIZOLASTINA","http://purl.bioontology.org/ontology/ATC/R06AX25","C0171302","T109","http://purl.bioontology.org/ontology/ATC/R06AX","Other antihistamines for systemic use in ATC","Other antihistamines for systemic use"
"http://healdb.org/rdf-schema#AI_1705","MIZOLASTINA","http://purl.bioontology.org/ontology/ATC/R06AX25","C0171302","T121","http://purl.bioontology.org/ontology/ATC/R06AX","Other antihistamines for systemic use in ATC","Other antihistamines for systemic use"
"http://healdb.org/rdf-schema#AI_1706","FUMARATO DE DIMETILA","http://purl.bioontology.org/ontology/ATC/L04AX07","C0058218","T109","http://purl.bioontology.org/ontology/ATC/L04AX","Other immunosuppressants in ATC","Other immunosuppressants"
"http://healdb.org/rdf-schema#AI_1706","FUMARATO DE DIMETILA","http://purl.bioontology.org/ontology/ATC/L04AX07","C0058218","T121","http://purl.bioontology.org/ontology/ATC/L04AX","Other immunosuppressants in ATC","Other immunosuppressants"
